work,source_type,source_ref,place_text,normalized_place,place_type,city,region,country,confidence,context
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,85,Rome,Rome,city,Rome,Lazio,Italy,0.900,"Mme Grifalconi mourut a Rome, en 1950."
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,85,Venise,Venice,city,Venice,Veneto,Italy,0.900,Roussel a acquis le Quarli a Venise au cours du séjour qu’il y fit en 1895.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,85,Hartford,Hartford,city,Hartford,Connecticut,United States,0.800,"Malgré un échange de correspondance avec son fils, Ethan Ewett, de Hartford (Mass.)."
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,86,Venise,Venice,city,Venice,Veneto,Italy,0.950,References to Venise and its associations.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,86,Milan,Milan,city,Milan,Lombardy,Italy,0.950,Written in Milan in the context of Roussel's life.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,86,l’Adriatique,Adriatic Sea,natural_feature,,,,0.900,Described as located on the shores of the Adriatic.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,87,Venise,Venice,city,Venice,Veneto,Italy,0.900,Roussel n'est jamais revenu à Venise et a même évité le nom même de Venise.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,87,Santa Margherita,Santa Margherita,landmark,Venice,Veneto,Italy,0.800,Le tableau a été restitué à l'église Santa Margherita.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,87,Ita- lie,Italy,country,,,Italy,0.950,Roussel parcourut à plusieurs reprises l'Italie.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,87,Scuola di San Fantin,Scuola di San Fantin,landmark,Venice,Veneto,Italy,0.700,Le tableau a trouvé un refuge provisoire à la Scuola di San Fantin.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,88,Venise,Venice,city,Venice,Veneto,Italy,0.900,The text discusses explaining silence and behaviors related to Venice.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,88,Sicile,Sicily,region,,,Italy,0.800,The text mentions Sicily in the context of a metaphorical discussion.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,88,Italie,Italy,country,,,Italy,0.900,Italy is mentioned as part of the geographical reference with Sicily.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,88,Andorre,Andorra,country,,,Andorra,0.700,Andorra is mentioned in a comparative literary context.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,88,Saint-Marin,San Marino,country,,,San Marino,0.700,San Marino is included in a list of places in the text.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,88,Liechtenstein,Liechtenstein,country,,,Liechtenstein,0.700,Liechtenstein is listed among other places in the narrative.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,89,Sicile,Sicily,region,,Sicily,Italy,0.900,Mentioned in the context of melancholia.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,91,Venise,Venice,city,Venice,Veneto,Italy,0.900,The place where Roussel seems to have forbidden himself to speak.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,91,Bucarest,Bucharest,city,Bucharest,Bucharest,Romania,0.900,The city where Roussel ordered bristols before his travel.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,92,Venise,Venice,city,Venice,Veneto,Italy,0.950,L’architecture urbaine de Venise est théâtre et n’est que théâtre.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,92,Barbade,Barbados,country,,,Barbados,0.850,"si tant d’iles traversent son œuvre (Sein, la Barbade, la Martinique, la Réunion, etc.)"
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,92,Martinique,Martinique,country,,,France,0.850,"si tant d’iles traversent son œuvre (Sein, la Barbade, la Martinique, la Réunion, etc.)"
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,92,Réunion,Réunion,region,,,France,0.850,"si tant d’iles traversent son œuvre (Sein, la Barbade, la Martinique, la Réunion, etc.)"
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,93,Venise,Venice,city,Venice,Veneto,Italy,0.950,The text discusses Roussel's journey to Venice and its significance in his life.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,94,Venise,Venice,city,Venice,Veneto,Italy,0.950,"Venise est une ville vouée à la marche, où nul n’est jamais tout à fait sûr des points cardinaux."
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,95,Paris,Paris,city,Paris,Île-de-France,France,0.990,Le centre de la première est Paris.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,95,Photel Hollenberg,Hôtel Hollenberg,building,Paris,Île-de-France,France,0.850,le centre de la seconde est Photel Hollenberg.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,95,Seine,Seine,river,,Île-de-France,France,0.950,L’équivalent « parisien » du canal serait la Seine.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,95,Venise,Venice,city,Venice,Veneto,Italy,0.980,on atteint les plages de Venise.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,95,Adriatique,Adriatic Sea,other,,,,0.900,au long des îles qui la séparent de l’Adriatique.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,95,Guyane,Guyana,country,,,Guyana,0.850,"Roussel, « colonisée » (la Guyane)."
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,95,Méditerranée,Mediterranean Sea,other,,,,0.900,la Méditerranée et le canal Majeur.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,95,Afrique,Africa,other,,,,0.920,pour atteindre deux terres « inconnues » : l’Afrique.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,96,Amérique,Amerique,region,,,United States,0.800,Amérique est à l’ouest de Paris.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,96,Paris,Paris,city,Paris,Île-de-France,France,1.000,Amérique est à l’ouest de Paris.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,96,Venise,Venise,city,Venise,,Italy,1.000,les plages sont à l’est de Venise.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,97,VENISE,Venice,city,Venice,Veneto,Italy,0.950,Mentioned in relation to its canals.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,97,Paris,Paris,city,Paris,Île-de-France,France,0.950,Discussed as a location with hotels.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,97,Nice,Nice,city,Nice,Provence-Alpes-Côte d'Azur,France,0.950,Mentioned alongside Paris and the Côte.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,97,Egypte,Egypt,country,,,Egypt,0.850,Mentioned in a list including regions.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,98,Venise,Venice,city,Venice,Veneto,Italy,0.950,Mentioned as a place where tourists visit Caffé Perlini.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,98,Neuilly,Neuilly,district,Neuilly-sur-Seine,Île-de-France,France,0.850,Described as an area near the center and north of the river (canal).
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,98,Biarritz,Biarritz,city,Biarritz,Nouvelle-Aquitaine,France,0.900,Discussed as a possible location of a seaside resort.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,99,Venise,Venice,city,Venice,Veneto,Italy,0.900,Mention of youth in Venice appreciating a restaurant.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,99,place,place,landmark,Venice,Veneto,Italy,0.600,Referring to the elegant shops lining the square.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,100,Porto Novo,Porto Novo,city,Porto Novo,Ouémé,Benin,0.900,Mentioned as being non loin de the western coast of Africa.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,100,Méditerranée,Mediterranean Sea,other,,,,0.800,Referenced as being traversed by the passengers.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,100,Atlantique,Atlantic Ocean,other,,,,0.800,Referenced as being traversed before arriving on the African continent.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,100,île du Sud,Ile du Sud,other,,,,0.700,Described as being turned around near the coast.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,100,Venise,Venice,city,Venice,Veneto,Italy,0.900,Mentioned as being different from what it is today.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,101,Afrique,Afrique,other,,,,0.900,Mention of Africa as a continent and a place of desire.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,101,Montmorency,Montmorency,city,Montmorency,Île-de-France,France,0.950,Montmorency is located a few kilometers northwest of Paris.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,101,Paris,Paris,city,Paris,Île-de-France,France,0.950,Paris is mentioned as a point of reference.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,101,Amérique du Sud,Amérique du Sud,region,,,South America,0.850,The Lyncée is noted to be headed toward South America.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,102,Marly,Marly,district,Paris,Île-de-France,France,0.900,"Marly est une banlieue résidentielle et cossue, au sud de Paris."
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,102,Paris,Paris,city,Paris,Île-de-France,France,1.000,"Marly est une banlieue résidentielle et cossue, au sud de Paris."
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,103,La Guyane,Guyane,region,,Guyane,France,0.900,Mentioned as a location across the Atlantic.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,103,Eden des Vénitiens,Eden des Vénitiens,other,,,,0.600,Referenced as a balneary station for Venetians.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,103,l’Amérique,Amérique,other,,,United States,0.800,Described as the intended destination.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,103,Venise,Venise,city,Venise,,Italy,0.900,Mentioned as a place where experiences are alluded to.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,103,palais Drasi,palais Drasi,building,Venise,,Italy,0.700,Referenced as an important location in the context of Roussel's experience.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,104,Damiette,Damietta,city,Damietta,Dakahlia,Egypt,0.900,mentioned among locations in Africa
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,104,les Pyramides,the Pyramids,landmark,Giza,Giza,Egypt,0.900,located near Damiette in the text reference
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,104,Le Caire,Cairo,city,Cairo,Cairo,Egypt,0.900,mentioned directly in relation to Damiette
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,105,l'Égypte,l'egypte,country,,,Egypt,0.900,choisissant l'Égypte pour célébrer cette ultime promenade avec Ascanio
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,106,Paris,Paris,city,Paris,Île-de-France,France,0.950,Mentioned as part of a reference to a historical publication.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,108,Frascati,Frascati,city,Frascati,Lazio,Italy,0.950,Mention of Frascati in relation to an episode involving a 'livre à secret'.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,108,Génois,Genoa,city,Genoa,Liguria,Italy,0.850,The term 'Génois' suggests the city of Genoa in the context of the narrative.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,110,Manille,Manila,city,Manila,Metro Manila,Philippines,0.900,"Mentioned in relation to the phrase 'Meunier, tu dors'."
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,110,Parnell,Parnell,district,Auckland,Auckland Region,New Zealand,0.800,Referenced as the location of the Institute for Advanced Research.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,111,venitien,venetian,other,Venice,Veneto,Italy,0.800,A hypothetical piece tied to a Venetian stay.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,111,Apostoli,Apostoli,landmark,Venice,Veneto,Italy,0.900,The Apostoli as a significant site in relation to Roussel.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,113,Buenos,Buenos Aires,city,Buenos Aires,,Argentina,0.800,Mentioned within a scrambled text.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,120,MALTA,Malta,country,,,Malta,0.900,Mentioned as a country name.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,121,Saint-Antoine,Saint Antoine,landmark,,,France,0.900,Laboratoire de neurophysiologie de l'hôpital Saint-Antoine
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,121,Aix-en-Provence,Aix en Provence,city,Aix-en-Provence,Provence-Alpes-Côte d'Azur,France,0.950,"L'étude a été publiée dans Banana Split (Aix-en-Provence, 1980)"
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,122,Paris,Paris,city,Paris,Île-de-France,France,1.000,mention of the Centre national d’art et de culture Georges-Pompidou in Paris
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,122,Neuilly-sur-Seine,Neuilly-sur-Seine,city,Neuilly-sur-Seine,Île-de-France,France,1.000,mention of Neuilly-sur-Seine in relation to Dargaud and Rombaldi
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,122,Chartres,Chartres,city,Chartres,Centre-Val de Loire,France,1.000,mention of Notre-Dame de Chartres in the preface of a book
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,122,Venise,Venice,city,Venice,Veneto,Italy,1.000,mentioned in the context of Roussel and a geographical essay
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,123,Beauce,Beauce,region,,,France,0.800,Mentioned in the context of presenting a scientific work.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,123,Notre-Dame,Notre-Dame,landmark,,,France,0.800,Mentioned in a literary context.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,123,Venise,Venice,city,Venice,,Italy,0.900,Referenced in the context of a geographic essay.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,124,Paris,Paris,city,Paris,Île-de-France,France,0.900,Mentioned as a location within a literary reference.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,125,Paris,Paris,city,Paris,Île-de-France,France,0.950,Georges Perec est mort a Paris le 3 mars 1982.
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,127,Ellis Island,Ellis Island,landmark,New York,New York,United States,0.900,"Récits d’Ellis Island, Editions du Sorbier, 1980"
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,127,Afghanistan,Afghanistan,country,,,Afghanistan,1.000,"Les Verts Champs de moutarde de l’ Afghanistan, Denoël, coll. « Les Lettres nouvelles », 1975"
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,127,Odra- dek,Odra-dek,other,,,,0.500,"Le Naufrage du stade Odra-dek, Hachette/POL, 1981"
Cantatrix sopranica L. : et autres écrits scientifiques,pdf,131,EVREUX,Evreux,city,Evreux,Normandy,France,0.900,Mentioned as part of a printing establishment.
