work,source_type,source_ref,mention_text,normalized_text,mention_kind,spatial_type,usage,city,region,country,confidence,context
Cantatrix sopranica L. et autres écrits scientifiques,pdf,61,Côtes-du-Rhône,Côtes-du-Rhône,named_place,region,literal,,Auvergne-Rhône-Alpes,France,0.950,partie ensemble de la chorale « Les Joyeux Rossignols des Côtes-du-Rhône ».
Cantatrix sopranica L. et autres écrits scientifiques,pdf,61,Autriche,Autriche,named_place,country,literal,,,Autriche,0.950,"Léon Burp, partit en Autriche suivre l’enseignement de Von Glütenschtummelhimdôrf."
Cantatrix sopranica L. et autres écrits scientifiques,pdf,63,Metropolitan Opera of New York,Metropolitan Opera of New York,named_place,institution,literal,New York,,États-Unis,0.950,Nommé la semaine suivante à la tête du Metropolitan Opera of New York...
Cantatrix sopranica L. et autres écrits scientifiques,pdf,63,France,France,named_place,country,literal,,,France,0.950,"Rentré en France, Marcel Gotlib traversa..."
Cantatrix sopranica L. et autres écrits scientifiques,pdf,63,Opéra,Opéra,named_place,building,literal,,,,0.800,la SPITIM (Société protectrice des individus de taille inférieure à la moyenne) déclencha une série de manifestations qui aboutirent à la fermeture de Opéra.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,64,Malaga-Saint-Ouen,Malaga-Saint-Ouen,named_place,other,literal,Saint-Ouen,,France,0.800,"il retrouva Léon Burp, lequel, après avoir été chef comptable à la boucherie-volailles Aristidés, venait d’entrer comme directeur de recherches au Laboratoire d’animalologie comparée à la Faculté de biologie tropicale de Malaga-Saint-Ouen."
Cantatrix sopranica L. et autres écrits scientifiques,pdf,69,Bucarest,Bucarest,named_place,city,literal,Bucarest,,Roumanie,0.950,incendie de la cantine de la Légation française à Bucarest
Cantatrix sopranica L. et autres écrits scientifiques,pdf,69,cantine,cantine,generic_spatial_entity,building,literal,,,,0.800,incendie de la cantine de la Légation française à Bucarest
Cantatrix sopranica L. et autres écrits scientifiques,pdf,68,Besançon,Besançon,named_place,city,literal,Besançon,,France,0.950,Romuald Saint-Sohaint naquit en 1802 a Besançon.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,68,l'Abbaye-aux-Bois,l'Abbaye-aux-Bois,named_place,building,literal,,,,0.800,"il rencontra dans les salons de Mme Récamier, à |’Abbaye-aux-Bois."
Cantatrix sopranica L. et autres écrits scientifiques,pdf,70,asile de Charen- ton,asile de Charen- ton,named_place,building,literal,,,,0.950,"de sa vie, de 1864 à 1868, à l’asile de Charen- ton que les expressions « être timbré »,..."
Cantatrix sopranica L. et autres écrits scientifiques,pdf,70,Saint-Sohaint,Saint-Sohaint,named_place,other,literal,,,,0.950,Nous n’avons trouvé nulle part dans les travaux de Saint-Sohaint la trace de recherches...
Cantatrix sopranica L. et autres écrits scientifiques,pdf,70,une rue du XIII¢ arrondissement,rue du XIIIe arrondissement,named_place,street,literal,Paris,,France,0.950,puisqu’une rue du XIII¢ arrondissement porte encore son nom.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,71,la Beauce,la Beauce,named_place,region,literal,,Centre-Val de Loire,France,0.950,Des générations de géographes et de linguistes se sont à juste titre interrogées sur les origines toponymiques de la Beauce.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,71,Notre-Dame de Chartres,Notre-Dame de Chartres,named_place,building,literal,Chartres,Centre-Val de Loire,France,0.950,de la Beauce a Notre-Dame de Chartres.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,73,Dallas,Dallas,named_place,city,literal,Dallas,,États-Unis,0.950,"Car la « Chartrédalle » (de « dalle», mot étrusque signifiant « pierre» que l’on retrouve également dans « dalle, que dalle! Dallas et Dalloz)"
Cantatrix sopranica L. et autres écrits scientifiques,pdf,73,Grande-Charteuse,Grande-Charteuse,named_place,other,literal,,,,0.800,de la Grande-Charteuse à Marcel Proust
Cantatrix sopranica L. et autres écrits scientifiques,pdf,73,école des Chartes,école des Chartes,named_place,institution,literal,,,,0.800,du rationalisme chartésien à l’école des Chartes
Cantatrix sopranica L. et autres écrits scientifiques,pdf,72,La Beauce,La Beauce,named_place,region,literal,,Centre-Val de Loire,France,0.950,M. Barandard ose affirmer tout haut ce que tout le monde pensait tout bas mais ne voulait prendre sur lui de dire : La Beauce s’appelle Beauce parce qu’elle n’est pas plate.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,72,Carnac,Carnac,named_place,other,literal,,,,0.800,délaissèrent leur monotone alignement de Carnac pour faire de ces deux « Turres ».
Cantatrix sopranica L. et autres écrits scientifiques,pdf,72,Chartres,Chartres,named_place,city,literal,Chartres,Centre-Val de Loire,France,0.950,"le nom de Chartres vient de Carnutum Turres, c’est-à-dire « Tours des Carnutes »."
Cantatrix sopranica L. et autres écrits scientifiques,pdf,74,Chartres,Chartres,named_place,city,literal,Chartres,,France,0.950,la cathédrale de Chartres est-elle authentique ou est-elle du pur roman ?
Cantatrix sopranica L. et autres écrits scientifiques,pdf,74,la Beauce,la Beauce,named_place,region,literal,,Beauce,France,0.950,la Manifestation Essentielle du Beau (et de la Beauce)
Cantatrix sopranica L. et autres écrits scientifiques,pdf,74,la cathédrale,la cathédrale,generic_spatial_entity,building,literal,Chartres,,France,0.800,comme la Manifestation Essentielle du Beau (et de la Beauce)
Cantatrix sopranica L. et autres écrits scientifiques,pdf,74,Centre Georges-Pompidou,Centre Georges-Pompidou,named_place,building,literal,Paris,,France,0.950,"avec Versailles, l’aiguille Creuse, la Samaritaine et le Centre Georges-Pompidou"
Cantatrix sopranica L. et autres écrits scientifiques,pdf,74,Versailles,Versailles,named_place,city,literal,Versailles,,France,0.950,"avec Versailles, l’aiguille Creuse, la Samaritaine et le Centre Georges-Pompidou"
Cantatrix sopranica L. et autres écrits scientifiques,pdf,77,Venise,Venise,named_place,city,literal,Venise,,Italie,0.950,mentionne que trois Quarli publiés à Venise entre 1527 et 1540.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,77,Fitchwinder University,Fitchwinder University,named_place,institution,literal,,,,0.600,dans la bibliothèque de la Fitchwinder University.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,77,bibliothèque,bibliothèque,generic_spatial_entity,building,literal,,,,0.800,dans la bibliothèque de la Fitchwinder University.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,75,Chartres,Chartres,named_place,city,literal,Chartres,,France,0.950,"M. Barandard, ont fait de Chartres le modéle de toutes les architectures..."
Cantatrix sopranica L. et autres écrits scientifiques,pdf,75,gare,gare,generic_spatial_entity,transport_space,uncertain,,,,0.800,susceptible de donner aussi bien naissance à une gare qu’à une usine...
Cantatrix sopranica L. et autres écrits scientifiques,pdf,75,usine,usine,generic_spatial_entity,work_space,uncertain,,,,0.800,susceptible de donner aussi bien naissance à une gare qu’à une usine...
Cantatrix sopranica L. et autres écrits scientifiques,pdf,75,hôtel de ville,hôtel de ville,generic_spatial_entity,building,uncertain,,,,0.800,"susceptible de donner aussi bien naissance à une gare qu’à une usine, un hôtel de ville ou une station spatiale..."
Cantatrix sopranica L. et autres écrits scientifiques,pdf,75,station spatiale,station spatiale,generic_spatial_entity,transport_space,uncertain,,,,0.800,"un hôtel de ville ou une station spatiale, une maison individuelle ou un Palais des Exposi-tions."
Cantatrix sopranica L. et autres écrits scientifiques,pdf,75,maison individuelle,maison individuelle,generic_spatial_entity,building,uncertain,,,,0.800,une maison individuelle ou un Palais des Exposi-tions.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,75,Palais des Expositions,Palais des Expositions,named_place,building,literal,,,,0.950,une maison individuelle ou un Palais des Expositions.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,78,Venise,Venise,named_place,city,literal,Venise,,Italie,0.950,imprimé à Venise en 1532 par Andrea Quarli.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,78,Paris,Paris,named_place,city,literal,Paris,,France,0.950,"Il avait été acquis par M. Arnold Flexner à Paris, en 1936, au cours d’une vente."
Cantatrix sopranica L. et autres écrits scientifiques,pdf,78,Bibliothèque de l'Ermitage,Bibliothèque de l'Ermitage,named_place,institution,literal,,,,0.800,Un deuxième exemplaire de cet ouvrage rarissime figure au catalogue des réserves de la Bibliothèque de l'Ermitage.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,79,Venise,Venise,named_place,city,literal,Venise,,Italie,0.950,La scène se passe à Venise à la fin du x1x° siècle.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,80,palais,palais,generic_spatial_entity,building,literal,,,,0.950,Le feuillet n° 2 montre qu’il s’agit d’une pièce de théâtre dont le titre est « Dans le palais ».
Cantatrix sopranica L. et autres écrits scientifiques,pdf,82,lac Ontario,lac Ontario,named_place,water,literal,,,,0.950,Roussel se sert d’un titre comme point de départ (« Les Ensorcelés du lac Ontario ».
Cantatrix sopranica L. et autres écrits scientifiques,pdf,82,Paris,Paris,named_place,city,literal,Paris,,France,0.950,Le Quarli vendu à Paris en 1936 provenait de la liquidation d’un bibliophile lyonnais.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,82,Lyon,Lyon,named_place,city,literal,Lyon,,France,0.950,La liquidation d’un bibliophile lyonnais.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,82,Italie,Italie,named_place,country,literal,,,Italie,0.950,Il avait fait partie d’une collection d’incunables et de livres historiés constituée en Italie.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,83,Turin,Turin,named_place,city,literal,Turin,,Italie,0.950,et dispersée à Turin en 1878.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,83,Venise,Venise,named_place,city,literal,Venise,,Italie,0.950,disée à Venise le 17 septembre 1895.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,83,Bibliotheque du Tribunal de commerce,Bibliothèque du Tribunal de commerce,named_place,institution,literal,,,,0.800,Mme Paulina Petrasova de la Bibliotheque du Tribunal de commerce
Cantatrix sopranica L. et autres écrits scientifiques,pdf,84,Venise,Venise,named_place,city,literal,Venise,,Italie,0.950,Ce séjour vénitien... dura environ trois semaines.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,84,palais Drasi,palais Drasi,named_place,building,literal,Venise,,Italie,0.950,Les Grifalconi habitaient à Venise les deux étages supérieurs de l'ancien palais Drasi.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,84,Campo Bragadin,Campo Bragadin,named_place,public_space,literal,Venise,,Italie,0.950,"sur le Campo Bragadin, non loin du marché."
Cantatrix sopranica L. et autres écrits scientifiques,pdf,84,marché,marché,generic_spatial_entity,public_space,literal,Venise,,Italie,0.800,non loin du marché aux 12.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,86,Venise,Venise,named_place,city,literal,Venise,,Italie,0.950,"il a glissé dans cette poche des feuillets concernant, d’une manière ou d’une autre, le souvenir qu’il avait de Venise et d’Ascanio."
Cantatrix sopranica L. et autres écrits scientifiques,pdf,86,Milan,Milan,named_place,city,literal,Milan,,Italie,0.950,"qui fut écrit à Milan, peut-être même le jour où Raymond Roussel apprit la mort de son jeune ami."
Cantatrix sopranica L. et autres écrits scientifiques,pdf,86,l’Adriatique,l’Adriatique,named_place,water,literal,,,,0.950,"L’hotel de la Plage se trouve, comme son nom Pindique, sur les bords de l’Adriatique."
Cantatrix sopranica L. et autres écrits scientifiques,pdf,86,l’hotel de la Plage,l’hotel de la Plage,named_place,building,literal,,,,0.800,"L’hotel de la Plage se trouve, comme son nom Pindique, sur les bords de l’Adriatique et, accessoirement, est réputé pour la qualité de son chocolat."
Cantatrix sopranica L. et autres écrits scientifiques,pdf,85,Trieste,Trieste,named_place,city,literal,Trieste,,Italie,0.950,Silvio fut tué accidentellement en 1922 au cours des émeutes de Trieste.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,85,Rome,Rome,named_place,city,literal,Rome,,Italie,0.950,"Mme Grifalconi mourut a Rome, en 1950, à l’âge de quatre-vingt-treize ans."
Cantatrix sopranica L. et autres écrits scientifiques,pdf,85,Venise,Venise,named_place,city,literal,Venise,,Italie,0.950,Roussel a acquis le Quarli a Venise au cours du séjour qu’il y fit en 1895.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,85,Hollenberg,Hollenberg,named_place,building,literal,,,,0.800,les Roussel — qui étaient descendus au Hollenberg -
Cantatrix sopranica L. et autres écrits scientifiques,pdf,85,Hartford,Hartford,named_place,city,literal,Hartford,,États-Unis,0.950,"échange de correspondance avec son fils, Ethan Ewett, de Hartford (Mass.)"
Cantatrix sopranica L. et autres écrits scientifiques,pdf,87,Santa Margherita,Santa Margherita,named_place,building,literal,Venise,,Italie,0.950,Roussel restitua le tableau à l’église Santa Margherita à laquelle il avait primitivement appartenu.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,87,Venise,Venise,named_place,city,literal,Venise,,Italie,0.950,Il semble même qu'il l’ait volontairement évitée. Le nom même de Venise — et de tout ce que Venise spontanément évoque.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,87,Italie,Italie,named_place,country,literal,,,Italie,0.950,Nous nous sommes livrés à un rapide survol de l'œuvre en cherchant à dénombrer les allusions explicites à l’Italie.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,91,Venise,Venise,named_place,city,literal,Venise,,Italie,0.950,Le lieu de cette topographie est Venise.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,91,Bucarest,Bucarest,named_place,city,literal,Bucarest,,Roumanie,0.950,"quinze jours avant son voyage a Bucarest, Roussel commanda par lettre..."
Cantatrix sopranica L. et autres écrits scientifiques,pdf,91,hôtel,hôtel,generic_spatial_entity,building,literal,,,,0.800,ne descendant même pas dans cet hôtel.
Cantatrix sopranica L. et autres écrits scientifiques,pdf,88,Venise,Venise,named_place,city,literal,Venise,,Italie,0.950,Nous pensons pouvoir expliquer ce silence et les conduites qui se rattachent a Venise
Cantatrix sopranica L. et autres écrits scientifiques,pdf,88,l’Atlas ouvert sur la Sicile et l’Italie,"Sicile, Italie",named_place,region,literal,,Sicile,Italie,0.950,L’Atlas ouvert sur la Sicile et l’Italie
Cantatrix sopranica L. et autres écrits scientifiques,pdf,88,Andorre,Andorre,named_place,country,literal,,,Andorre,0.950,"D’Andorre, Saint-Marin ou méme Liechtenstein"
Cantatrix sopranica L. et autres écrits scientifiques,pdf,88,Saint-Marin,Saint-Marin,named_place,country,literal,,,Saint-Marin,0.950,"D’Andorre, Saint-Marin ou méme Liechtenstein"
Cantatrix sopranica L. et autres écrits scientifiques,pdf,88,Liechtenstein,Liechtenstein,named_place,country,literal,,,Liechtenstein,0.950,"D’Andorre, Saint-Marin ou méme Liechtenstein"
Cantatrix sopranica L. et autres écrits scientifiques,pdf,93,Venise,Venise,named_place,city,literal,Venise,,Italie,0.950,"En ce sens, le voyage de Roussel à Venise fut son seul voyage."
